payment_id,order_id,payment_method,payment_status,payment_date,payment_amount
6594,6594,credit_card,pending,2023-09-01 10:51:42,3663.74
6595,6595,apple_pay,paid,2023-08-24 03:36:15,2208.63
6596,6596,google_pay,paid,2023-08-22 14:35:15,2513.93
6597,6597,google_pay,paid,2023-08-24 06:52:20,5091.44
6598,6598,credit_card,pending,2023-08-31 07:38:16,1803.56
6599,6599,credit_card,paid,2023-08-28 04:09:23,6885.44
6600,6600,apple_pay,pending,2023-08-11 10:46:31,6768.74
6601,6601,apple_pay,paid,2023-08-04 22:03:24,11507.22
6602,6602,apple_pay,paid,2023-08-24 14:04:50,12836.95
6603,6603,apple_pay,paid,2023-08-31 18:47:19,618.53
6604,6604,paypal,paid,2023-08-06 12:21:22,1772.3
6605,6605,paypal,pending,2023-08-13 02:30:52,4210.96
6606,6606,apple_pay,paid,2023-08-19 00:33:27,8614.27
6607,6607,paypal,paid,2023-09-01 07:06:52,6991.57
6608,6608,apple_pay,refunded,2023-08-28 16:39:47,757.02
6609,6609,credit_card,refunded,2023-08-05 12:10:40,3882.96
6610,6610,apple_pay,paid,2023-08-03 22:29:20,7885.88
6611,6611,google_pay,paid,2023-08-03 20:32:20,6304.46
6612,6612,apple_pay,paid,2023-08-15 10:18:09,9030.7
6613,6613,apple_pay,paid,2023-08-23 14:16:13,11654.08
6614,6614,credit_card,paid,2023-08-17 00:52:46,4639.03
6615,6615,bank_transfer,paid,2023-08-04 02:45:33,7225.06
6616,6616,paypal,paid,2023-08-18 02:13:52,3851.96
6617,6617,bank_transfer,failed,2023-08-28 05:30:40,10220.78
6618,6618,google_pay,paid,2023-08-26 14:20:08,5008.59
6619,6619,paypal,paid,2023-08-11 07:26:06,5457.16
6620,6620,google_pay,refunded,2023-08-19 11:11:24,7215.83
6621,6621,credit_card,paid,2023-08-10 01:46:15,8479.65
6622,6622,google_pay,paid,2023-08-15 18:39:14,2427.6
6623,6623,apple_pay,paid,2023-08-20 01:03:52,4432.58
6624,6624,credit_card,paid,2023-08-20 21:43:30,7450.8
6625,6625,google_pay,paid,2023-08-21 22:26:28,8085.35
6626,6626,credit_card,pending,2023-09-01 10:38:17,4728.86
6627,6627,apple_pay,paid,2023-08-31 15:57:20,60.33
6628,6628,apple_pay,pending,2023-08-13 15:42:34,6989.86
6629,6629,google_pay,paid,2023-08-13 17:24:20,1353.45
6630,6630,google_pay,paid,2023-08-02 19:50:48,3790.56
6631,6631,apple_pay,paid,2023-08-03 14:44:07,12683.88
6632,6632,paypal,pending,2023-08-19 21:08:06,7521.03
6633,6633,apple_pay,paid,2023-08-13 18:21:17,9847.18
6634,6634,google_pay,paid,2023-08-08 18:59:32,1903.22
6635,6635,credit_card,paid,2023-08-20 05:59:43,10810.96
6636,6636,bank_transfer,paid,2023-08-18 16:41:06,5851.39
6637,6637,bank_transfer,paid,2023-08-01 23:32:02,4128.41
6638,6638,bank_transfer,paid,2023-08-17 05:11:49,6070.7
6639,6639,credit_card,paid,2023-08-08 01:21:24,6061.83
6640,6640,bank_transfer,paid,2023-08-07 09:42:26,10810.85
6641,6641,google_pay,refunded,2023-08-21 21:20:16,7082.35
6642,6642,paypal,paid,2023-08-18 23:31:06,272.91
6643,6643,bank_transfer,failed,2023-08-25 02:18:02,7871.18
6644,6644,credit_card,paid,2023-08-08 23:34:06,16714.68
6645,6645,google_pay,paid,2023-08-23 02:52:09,1820.99
6646,6646,apple_pay,pending,2023-08-29 02:26:11,10465.55
6647,6647,credit_card,paid,2023-08-26 17:43:57,1862.8
6648,6648,bank_transfer,paid,2023-08-26 23:46:59,7956.83
6649,6649,credit_card,pending,2023-08-03 11:22:56,5761.94
6650,6650,credit_card,paid,2023-08-12 23:52:25,3358.05
6651,6651,bank_transfer,pending,2023-08-14 15:09:06,2500.75
6652,6652,google_pay,paid,2023-08-02 11:50:10,2941.55
6653,6653,apple_pay,paid,2023-08-27 15:02:01,4969.68
6654,6654,bank_transfer,pending,2023-08-02 20:32:57,4973.57
6655,6655,apple_pay,paid,2023-08-07 01:30:25,2755.97
6656,6656,credit_card,paid,2023-08-05 00:02:07,7141.34
6657,6657,apple_pay,paid,2023-08-21 14:07:34,3889.26
6658,6658,paypal,paid,2023-08-26 21:23:20,665.54
6659,6659,bank_transfer,paid,2023-08-27 14:13:29,8072.83
6660,6660,paypal,pending,2023-08-20 09:20:18,7104.6
6661,6661,google_pay,paid,2023-08-10 19:14:50,2614.4
6662,6662,credit_card,pending,2023-08-27 04:12:53,1275.97
6663,6663,apple_pay,paid,2023-08-22 01:56:48,5155.5
6664,6664,credit_card,paid,2023-08-14 17:47:51,10603.39
6665,6665,apple_pay,paid,2023-08-29 05:44:57,3483.6
6666,6666,apple_pay,paid,2023-08-11 17:30:01,6518.57
6667,6667,credit_card,paid,2023-08-07 09:02:03,7290.83
6668,6668,apple_pay,pending,2023-08-08 19:29:38,8513.79
6669,6669,google_pay,paid,2023-08-15 21:35:42,14460.14
6670,6670,apple_pay,paid,2023-08-04 08:49:11,9275.04
6671,6671,credit_card,paid,2023-08-14 10:41:17,7565.38
6672,6672,google_pay,paid,2023-08-05 05:20:08,6177.46
6673,6673,bank_transfer,failed,2023-08-05 04:08:50,2045.4
6674,6674,paypal,paid,2023-09-01 02:04:36,5399.75
6675,6675,paypal,paid,2023-08-10 23:51:32,13364.8
6676,6676,apple_pay,paid,2023-08-15 02:02:17,7743.16
6677,6677,credit_card,paid,2023-08-20 07:35:35,9890.26
6678,6678,google_pay,failed,2023-08-10 05:15:24,14430.18
6679,6679,google_pay,paid,2023-08-15 03:08:26,11211.2
6680,6680,apple_pay,paid,2023-09-01 01:13:15,5459.75
6681,6681,apple_pay,paid,2023-08-04 10:47:13,5977.7
6682,6682,apple_pay,paid,2023-08-13 01:08:22,7832.48
6683,6683,apple_pay,paid,2023-08-09 17:00:25,11464.98
6684,6684,google_pay,paid,2023-08-30 21:31:00,2878.87
6685,6685,google_pay,pending,2023-08-08 04:59:08,8811.99
6686,6686,google_pay,paid,2023-09-02 19:26:28,7434.81
6687,6687,bank_transfer,paid,2023-08-19 08:15:56,11309.3
6688,6688,google_pay,paid,2023-08-09 02:58:12,7264.52
6689,6689,paypal,paid,2023-08-21 08:26:43,9298.61
6690,6690,credit_card,paid,2023-08-20 19:27:19,3140.88
6691,6691,apple_pay,paid,2023-08-11 17:13:35,557.3
6692,6692,bank_transfer,paid,2023-08-31 03:10:13,3667.1
6693,6693,credit_card,paid,2023-08-31 20:42:46,7912.56
6694,6694,google_pay,paid,2023-08-31 03:57:42,4175.04
6695,6695,bank_transfer,paid,2023-08-03 16:45:11,5118.38
6696,6696,bank_transfer,paid,2023-08-29 18:35:28,556.47
6697,6697,credit_card,failed,2023-08-11 14:35:36,6497.68
6698,6698,google_pay,paid,2023-08-10 14:56:31,17223.41
6699,6699,paypal,pending,2023-08-09 08:44:29,3871.76
6700,6700,paypal,paid,2023-08-24 05:26:53,2618.9
6701,6701,bank_transfer,paid,2023-08-24 07:47:09,7531.57
6702,6702,apple_pay,paid,2023-08-05 16:56:00,1881.36
6703,6703,paypal,paid,2023-08-03 07:09:06,484.95
6704,6704,credit_card,paid,2023-08-31 04:39:02,6173.08
6705,6705,credit_card,paid,2023-08-05 23:41:49,5649.33
6706,6706,credit_card,paid,2023-08-27 03:25:50,3176.1
6707,6707,apple_pay,paid,2023-08-06 19:08:23,6910.44
6708,6708,paypal,paid,2023-08-04 22:03:41,12138.0
6709,6709,credit_card,pending,2023-08-31 07:08:42,1306.8
6710,6710,google_pay,failed,2023-08-19 23:44:10,5294.94
6711,6711,credit_card,paid,2023-08-22 09:59:51,4703.13
6712,6712,paypal,paid,2023-08-20 03:26:51,4083.5
6713,6713,credit_card,paid,2023-08-16 12:10:49,840.9
6714,6714,bank_transfer,failed,2023-08-26 02:56:40,6827.65
6715,6715,credit_card,paid,2023-08-21 06:14:36,2489.75
6716,6716,google_pay,paid,2023-08-27 06:05:59,7405.49
6717,6717,paypal,paid,2023-08-09 01:39:17,9845.75
6718,6718,credit_card,paid,2023-08-25 10:51:26,2905.65
6719,6719,credit_card,paid,2023-08-30 19:50:53,6133.88
6720,6720,bank_transfer,paid,2023-08-17 19:56:38,10753.78
6721,6721,apple_pay,paid,2023-08-20 09:15:06,8880.56
6722,6722,google_pay,pending,2023-08-28 18:11:56,944.61
6723,6723,bank_transfer,pending,2023-08-23 03:05:02,17858.98
6724,6724,bank_transfer,paid,2023-08-08 19:41:57,5895.36
6725,6725,google_pay,paid,2023-08-25 12:58:46,11308.3
6726,6726,paypal,paid,2023-08-21 13:28:44,4792.35
6727,6727,paypal,pending,2023-08-09 00:40:13,10352.0
6728,6728,paypal,failed,2023-08-05 19:39:40,663.75
6729,6729,paypal,paid,2023-08-25 08:40:16,1811.5
6730,6730,bank_transfer,pending,2023-08-18 13:23:51,6804.81
6731,6731,bank_transfer,pending,2023-08-22 11:18:44,8662.34
6732,6732,credit_card,paid,2023-08-16 02:00:23,2872.83
6733,6733,google_pay,paid,2023-08-09 16:00:26,880.88
6734,6734,apple_pay,paid,2023-08-16 05:51:58,11189.18
6735,6735,bank_transfer,paid,2023-08-05 22:35:11,7380.77
6736,6736,apple_pay,paid,2023-08-28 11:13:49,11132.11
6737,6737,credit_card,paid,2023-08-13 06:13:51,5804.58
6738,6738,google_pay,paid,2023-08-16 21:08:04,9739.98
6739,6739,google_pay,paid,2023-08-08 14:09:57,6441.19
6740,6740,apple_pay,paid,2023-08-14 23:55:04,9054.06
6741,6741,credit_card,paid,2023-08-02 01:21:05,3240.32
6742,6742,paypal,paid,2023-08-31 14:21:15,3500.38
6743,6743,apple_pay,paid,2023-08-25 13:49:14,2824.85
6744,6744,paypal,paid,2023-08-26 09:10:24,11742.89
6745,6745,paypal,paid,2023-08-31 14:53:45,14523.48
6746,6746,apple_pay,paid,2023-08-24 03:44:05,13011.03
6747,6747,paypal,paid,2023-08-29 18:22:53,5761.15
6748,6748,bank_transfer,paid,2023-08-09 13:04:41,7654.44
6749,6749,google_pay,paid,2023-08-15 18:42:51,1862.19
6750,6750,google_pay,paid,2023-08-28 22:16:17,5057.46
6751,6751,google_pay,paid,2023-08-24 05:30:44,1413.76
6752,6752,credit_card,paid,2023-08-13 11:47:33,7383.49
6753,6753,bank_transfer,paid,2023-08-12 05:54:35,2878.44
6754,6754,google_pay,refunded,2023-08-16 07:55:50,10082.59
6755,6755,google_pay,failed,2023-08-03 03:32:45,4079.35
6756,6756,google_pay,paid,2023-08-06 04:58:34,9176.34
6757,6757,bank_transfer,paid,2023-08-10 03:41:05,5808.36
6758,6758,credit_card,paid,2023-08-27 17:59:29,16792.54
6759,6759,credit_card,failed,2023-09-02 08:19:18,1586.63
6760,6760,paypal,paid,2023-08-18 14:30:24,8761.87
6761,6761,paypal,paid,2023-08-13 04:02:32,997.77
6762,6762,google_pay,paid,2023-08-09 13:09:19,400.84
6763,6763,apple_pay,pending,2023-08-26 23:58:39,6893.36
6764,6764,apple_pay,paid,2023-08-18 17:40:01,13188.88
6765,6765,google_pay,paid,2023-08-02 14:06:13,5287.47
6766,6766,bank_transfer,refunded,2023-08-20 12:48:11,3241.86
6767,6767,apple_pay,failed,2023-08-23 18:36:49,1902.63
6768,6768,google_pay,paid,2023-08-13 08:42:57,7587.36
6769,6769,bank_transfer,paid,2023-08-23 05:17:35,9358.28
6770,6770,google_pay,failed,2023-08-09 08:22:55,522.18
6771,6771,bank_transfer,paid,2023-08-21 10:37:04,9747.4
6772,6772,apple_pay,paid,2023-08-08 17:36:57,9140.89
6773,6773,bank_transfer,pending,2023-08-17 21:44:47,13965.12
6774,6774,bank_transfer,paid,2023-08-10 02:37:04,6070.4
6775,6775,google_pay,failed,2023-08-18 18:41:57,4871.19
6776,6776,bank_transfer,paid,2023-08-11 00:32:35,4557.35
6777,6777,paypal,paid,2023-09-02 12:03:52,11481.27
6778,6778,paypal,failed,2023-08-11 23:04:12,2080.04
6779,6779,apple_pay,paid,2023-08-12 19:49:08,4946.08
6780,6780,apple_pay,paid,2023-08-02 20:20:59,7343.81
6781,6781,bank_transfer,paid,2023-08-08 11:22:06,5103.62
6782,6782,paypal,paid,2023-08-16 04:48:26,1490.91
6783,6783,credit_card,paid,2023-08-03 05:15:38,6188.97
6784,6784,bank_transfer,failed,2023-08-27 01:16:20,1984.51
6785,6785,apple_pay,pending,2023-08-11 16:45:12,3219.37
6786,6786,apple_pay,paid,2023-08-03 06:06:56,5287.14
6787,6787,bank_transfer,pending,2023-08-16 09:18:53,5660.15
6788,6788,paypal,paid,2023-08-24 13:56:18,2357.74
6789,6789,paypal,paid,2023-08-22 23:58:43,14031.1
6790,6790,credit_card,paid,2023-08-08 03:51:13,8765.97
6791,6791,paypal,paid,2023-08-13 03:51:17,18709.59
6792,6792,paypal,paid,2023-08-21 23:39:46,67.1
6793,6793,paypal,paid,2023-08-29 08:20:52,5715.93
6794,6794,google_pay,paid,2023-08-25 02:17:12,5666.36
6795,6795,credit_card,paid,2023-08-08 11:11:06,8422.69
6796,6796,credit_card,paid,2023-08-18 00:10:42,3548.37
6797,6797,bank_transfer,paid,2023-08-18 18:38:52,5770.66
6798,6798,bank_transfer,paid,2023-08-27 00:36:13,679.53
6799,6799,credit_card,paid,2023-08-18 23:20:39,9113.69
6800,6800,apple_pay,paid,2023-08-09 02:03:41,1655.18
6801,6801,paypal,paid,2023-08-07 00:52:21,3622.77
6802,6802,apple_pay,paid,2023-08-21 07:24:30,5232.74
6803,6803,bank_transfer,pending,2023-08-25 12:36:23,5885.71
6804,6804,paypal,failed,2023-08-10 04:22:59,3557.31
6805,6805,apple_pay,paid,2023-08-04 16:46:58,9206.25
6806,6806,apple_pay,paid,2023-08-23 11:41:03,5671.62
6807,6807,credit_card,pending,2023-09-01 05:58:53,1189.77
6808,6808,paypal,paid,2023-08-24 01:10:48,8624.46
6809,6809,apple_pay,paid,2023-08-13 01:24:12,2394.42
6810,6810,paypal,paid,2023-08-26 05:23:45,6521.43
6811,6811,bank_transfer,paid,2023-08-12 12:02:43,9703.03
6812,6812,paypal,paid,2023-08-15 07:26:07,1000.36
6813,6813,apple_pay,failed,2023-08-24 22:33:07,10449.95
6814,6814,bank_transfer,paid,2023-08-31 16:05:33,847.68
6815,6815,credit_card,paid,2023-08-19 13:19:58,12756.32
6816,6816,bank_transfer,paid,2023-08-06 13:12:11,13198.24
6817,6817,google_pay,failed,2023-08-18 13:15:49,4271.06
6818,6818,apple_pay,paid,2023-08-22 12:58:49,2930.12
6819,6819,credit_card,paid,2023-08-08 01:53:41,12015.35
6820,6820,credit_card,paid,2023-08-24 14:28:02,5925.24
6821,6821,bank_transfer,paid,2023-08-25 16:00:39,8750.11
6822,6822,paypal,paid,2023-08-01 23:54:12,6356.54
6823,6823,credit_card,paid,2023-08-16 05:33:39,2868.23
6824,6824,apple_pay,paid,2023-08-15 11:29:52,328.64
6825,6825,apple_pay,paid,2023-08-09 17:23:03,3221.1
6826,6826,apple_pay,paid,2023-08-30 21:09:24,1620.82
6827,6827,apple_pay,paid,2023-08-27 05:47:40,7240.57
6828,6828,paypal,paid,2023-08-21 13:01:15,1970.5
6829,6829,google_pay,paid,2023-08-08 08:40:44,8018.02
6830,6830,credit_card,paid,2023-08-26 14:30:48,1480.66
6831,6831,credit_card,failed,2023-08-09 17:41:33,16713.72
6832,6832,apple_pay,paid,2023-08-26 07:47:23,2689.34
6833,6833,google_pay,failed,2023-08-04 19:03:48,4306.66
6834,6834,google_pay,pending,2023-08-12 02:10:13,7608.3
6835,6835,apple_pay,paid,2023-08-20 09:44:42,7598.91
6836,6836,credit_card,paid,2023-08-04 03:59:09,896.07
6837,6837,google_pay,paid,2023-08-18 04:44:46,3526.54
6838,6838,credit_card,paid,2023-08-14 14:00:00,3132.36
6839,6839,credit_card,paid,2023-08-12 09:28:18,1127.13
6840,6840,credit_card,paid,2023-08-10 17:12:36,4908.15
6841,6841,paypal,pending,2023-08-29 05:42:34,7601.39
6842,6842,paypal,paid,2023-09-01 04:51:31,9193.73
6843,6843,apple_pay,paid,2023-08-13 12:36:30,5820.21
6844,6844,credit_card,paid,2023-08-09 02:32:15,15844.2
6845,6845,paypal,paid,2023-08-25 14:39:41,11121.49
6846,6846,paypal,paid,2023-08-22 20:35:51,2907.33
6847,6847,paypal,refunded,2023-08-12 03:06:10,2954.08
6848,6848,paypal,paid,2023-08-28 19:34:51,9382.09
6849,6849,paypal,paid,2023-08-21 17:27:37,7613.47
6850,6850,paypal,paid,2023-08-20 14:32:30,5719.42
6851,6851,bank_transfer,paid,2023-08-29 12:00:52,1978.04
6852,6852,credit_card,paid,2023-08-04 12:38:04,1757.51
6853,6853,paypal,paid,2023-08-13 07:13:41,1762.07
6854,6854,apple_pay,paid,2023-08-15 05:30:42,1173.81
6855,6855,bank_transfer,paid,2023-08-03 16:04:04,8140.85
6856,6856,credit_card,paid,2023-08-21 12:29:36,1088.16
6857,6857,credit_card,paid,2023-08-29 01:07:27,1186.51
6858,6858,google_pay,pending,2023-08-20 09:34:32,2211.15
6859,6859,google_pay,paid,2023-08-30 19:49:34,3736.62
6860,6860,bank_transfer,failed,2023-08-07 04:23:52,7210.36
6861,6861,apple_pay,paid,2023-08-30 16:16:18,8323.09
6862,6862,paypal,pending,2023-08-16 19:14:40,5482.8
6863,6863,bank_transfer,paid,2023-08-08 04:57:16,9719.61
6864,6864,google_pay,paid,2023-08-28 20:15:41,10727.97
6865,6865,google_pay,pending,2023-08-11 12:09:01,9027.72
6866,6866,credit_card,paid,2023-08-19 08:02:08,3961.2
6867,6867,credit_card,pending,2023-08-22 17:37:38,8670.81
6868,6868,paypal,paid,2023-08-17 14:43:31,3797.86
6869,6869,apple_pay,paid,2023-08-27 11:13:25,900.38
6870,6870,bank_transfer,paid,2023-08-08 14:24:13,11544.31
6871,6871,credit_card,paid,2023-08-25 23:12:42,2206.06
6872,6872,apple_pay,pending,2023-08-18 16:43:06,6249.68
6873,6873,paypal,paid,2023-08-19 03:36:42,3581.51
6874,6874,apple_pay,pending,2023-08-25 04:45:50,6255.34
6875,6875,apple_pay,paid,2023-08-19 17:45:21,100.85
6876,6876,apple_pay,paid,2023-08-06 16:11:00,12426.14
6877,6877,credit_card,paid,2023-08-27 02:47:37,8492.69
6878,6878,google_pay,paid,2023-08-07 15:55:27,8766.76
6879,6879,apple_pay,paid,2023-08-31 17:43:13,8393.51
6880,6880,apple_pay,paid,2023-08-06 22:23:25,8032.36
6881,6881,paypal,paid,2023-08-24 20:44:46,915.98
6882,6882,google_pay,paid,2023-08-03 03:22:58,7752.52
6883,6883,bank_transfer,paid,2023-08-07 10:18:07,5195.7
6884,6884,credit_card,paid,2023-08-21 07:00:15,7.99
6885,6885,google_pay,paid,2023-08-16 06:31:43,6605.61
6886,6886,bank_transfer,paid,2023-08-11 08:14:44,5245.53
6887,6887,google_pay,pending,2023-08-28 20:45:24,1063.96
6888,6888,credit_card,paid,2023-08-16 03:55:09,1866.18
6889,6889,bank_transfer,paid,2023-08-18 13:48:10,1542.79
6890,6890,google_pay,paid,2023-08-25 12:38:16,3577.18
6891,6891,credit_card,paid,2023-08-02 16:27:22,2126.38
6892,6892,apple_pay,failed,2023-08-08 12:34:35,4832.01
6893,6893,bank_transfer,paid,2023-08-09 10:46:29,7286.7
6894,6894,bank_transfer,paid,2023-08-30 23:09:09,77.73
6895,6895,credit_card,paid,2023-08-31 02:11:45,9351.23
6896,6896,apple_pay,paid,2023-08-23 08:39:08,6766.58
6897,6897,paypal,pending,2023-08-16 05:56:12,12262.23
6898,6898,bank_transfer,paid,2023-08-07 19:01:59,4768.71
6899,6899,apple_pay,paid,2023-08-18 07:29:49,8334.42
6900,6900,paypal,paid,2023-08-08 01:36:10,2201.37
6901,6901,google_pay,paid,2023-08-13 00:46:21,7637.84
6902,6902,apple_pay,pending,2023-08-06 15:12:42,7209.72
6903,6903,paypal,paid,2023-08-11 01:24:55,783.02
6904,6904,paypal,paid,2023-09-01 23:29:19,3788.22
6905,6905,apple_pay,paid,2023-08-13 10:13:35,1652.75
6906,6906,credit_card,paid,2023-08-06 04:41:23,7166.96
6907,6907,bank_transfer,paid,2023-08-11 22:35:38,3762.52
6908,6908,credit_card,paid,2023-08-12 22:26:41,444.68
6909,6909,google_pay,paid,2023-08-07 21:19:44,794.68
6910,6910,apple_pay,paid,2023-08-07 18:28:12,5178.84
6911,6911,bank_transfer,paid,2023-08-18 09:32:52,2197.77
6912,6912,bank_transfer,paid,2023-08-23 02:42:15,8711.72
6913,6913,apple_pay,refunded,2023-08-17 03:05:48,744.58
6914,6914,apple_pay,failed,2023-08-30 06:35:51,4963.34
6915,6915,credit_card,pending,2023-08-29 19:56:46,6389.81
6916,6916,bank_transfer,paid,2023-08-15 04:21:28,8845.52
6917,6917,paypal,paid,2023-08-03 08:48:48,5111.7
6918,6918,paypal,paid,2023-08-08 13:05:44,4661.39
6919,6919,apple_pay,paid,2023-08-21 14:23:27,6938.5
6920,6920,google_pay,paid,2023-08-18 04:54:48,5119.35
6921,6921,google_pay,pending,2023-08-15 12:57:54,9915.51
6922,6922,google_pay,paid,2023-08-06 13:43:02,3093.64
6923,6923,bank_transfer,paid,2023-08-18 22:59:55,2602.78
6924,6924,apple_pay,paid,2023-08-08 10:33:52,330.57
6925,6925,credit_card,paid,2023-08-21 00:49:13,10089.97
6926,6926,credit_card,paid,2023-08-13 10:30:10,13311.24
6927,6927,google_pay,paid,2023-08-10 14:21:47,3816.66
6928,6928,bank_transfer,paid,2023-08-27 18:06:33,5844.82
6929,6929,bank_transfer,paid,2023-08-29 07:14:35,8957.6
6930,6930,paypal,failed,2023-08-24 21:28:45,5570.69
6931,6931,paypal,pending,2023-08-20 00:28:11,10941.45
6932,6932,bank_transfer,paid,2023-08-15 16:35:21,5510.58
6933,6933,apple_pay,paid,2023-08-06 07:19:44,13873.25
6934,6934,paypal,paid,2023-08-04 06:07:32,713.13
6935,6935,apple_pay,paid,2023-08-26 15:07:02,4516.32
6936,6936,credit_card,paid,2023-08-26 04:31:44,1934.08
6937,6937,paypal,paid,2023-08-31 05:34:12,2615.49
6938,6938,credit_card,paid,2023-08-06 22:16:53,1131.53
6939,6939,credit_card,paid,2023-08-29 04:51:49,1502.16
6940,6940,apple_pay,paid,2023-08-14 15:41:57,2824.89
6941,6941,paypal,paid,2023-08-09 17:38:13,2014.34
6942,6942,apple_pay,paid,2023-08-17 08:52:00,8616.65
6943,6943,google_pay,paid,2023-08-09 00:32:55,8969.59
6944,6944,apple_pay,paid,2023-08-28 04:42:44,7192.34
6945,6945,paypal,paid,2023-08-05 07:18:50,10991.17
6946,6946,credit_card,paid,2023-08-11 14:51:28,3032.65
6947,6947,apple_pay,paid,2023-08-15 18:47:57,9027.54
6948,6948,credit_card,paid,2023-08-21 19:26:08,5315.99
6949,6949,paypal,paid,2023-08-19 19:30:33,2622.85
6950,6950,bank_transfer,paid,2023-08-12 21:42:27,2559.58
6951,6951,apple_pay,paid,2023-09-01 17:11:42,2538.44
6952,6952,credit_card,paid,2023-08-24 01:09:36,6114.38
6953,6953,apple_pay,paid,2023-08-08 01:59:17,7741.55
6954,6954,google_pay,paid,2023-08-30 01:02:13,734.57
6955,6955,google_pay,paid,2023-08-28 12:21:34,4401.03
6956,6956,credit_card,paid,2023-08-04 05:59:20,8088.45
6957,6957,apple_pay,paid,2023-08-30 04:20:35,1749.26
6958,6958,bank_transfer,paid,2023-08-08 23:56:39,3767.37
6959,6959,bank_transfer,paid,2023-08-04 09:53:27,6004.08
6960,6960,bank_transfer,paid,2023-08-04 14:26:31,4300.88
6961,6961,credit_card,pending,2023-08-31 06:06:01,2849.54
6962,6962,apple_pay,paid,2023-08-07 12:18:34,7654.45
6963,6963,apple_pay,paid,2023-08-18 08:30:58,2585.4
6964,6964,paypal,paid,2023-08-31 11:18:24,2337.13
6965,6965,bank_transfer,paid,2023-08-21 04:18:29,6741.67
6966,6966,google_pay,pending,2023-08-05 06:52:20,1741.98
6967,6967,google_pay,paid,2023-08-26 16:17:37,8809.92
6968,6968,apple_pay,paid,2023-08-17 10:48:35,7550.23
6969,6969,google_pay,failed,2023-08-15 01:37:44,6713.3
6970,6970,apple_pay,paid,2023-08-14 12:49:33,7835.02
6971,6971,paypal,paid,2023-08-25 16:06:59,3510.15
6972,6972,bank_transfer,paid,2023-08-08 08:34:02,9407.53
6973,6973,credit_card,paid,2023-08-11 08:45:31,2642.97
6974,6974,google_pay,paid,2023-08-06 09:45:15,1872.86
6975,6975,apple_pay,failed,2023-08-16 21:42:55,14686.39
6976,6976,bank_transfer,paid,2023-08-17 00:30:43,663.55
6977,6977,google_pay,paid,2023-08-11 21:03:33,1349.0
6978,6978,credit_card,paid,2023-08-04 20:26:10,1623.62
6979,6979,apple_pay,paid,2023-08-09 20:01:12,2266.76
6980,6980,paypal,pending,2023-08-06 23:20:02,542.97
6981,6981,paypal,pending,2023-08-16 02:37:57,6769.89
6982,6982,apple_pay,paid,2023-08-03 22:15:43,7058.04
6983,6983,apple_pay,refunded,2023-08-28 18:15:02,5590.92
6984,6984,credit_card,paid,2023-08-20 15:11:23,10684.71
6985,6985,credit_card,paid,2023-08-17 18:58:05,7770.0
6986,6986,apple_pay,paid,2023-08-08 20:01:12,12119.81
6987,6987,google_pay,failed,2023-08-02 11:09:25,6312.62
6988,6988,paypal,paid,2023-08-04 22:01:03,6037.05
6989,6989,credit_card,paid,2023-08-03 03:30:08,5547.54
6990,6990,google_pay,paid,2023-08-16 09:55:20,9753.54
6991,6991,apple_pay,paid,2023-08-28 00:44:16,986.7
6992,6992,apple_pay,paid,2023-08-17 13:50:08,12646.24
6993,6993,bank_transfer,paid,2023-08-21 01:43:34,4145.59
6994,6994,credit_card,refunded,2023-08-22 08:56:46,3616.55
6995,6995,credit_card,paid,2023-08-27 15:24:00,5469.21
6996,6996,google_pay,paid,2023-08-08 06:46:04,5090.38
6997,6997,bank_transfer,paid,2023-08-04 14:55:47,4477.77
6998,6998,bank_transfer,paid,2023-08-05 10:22:58,1720.42
6999,6999,apple_pay,paid,2023-09-02 02:23:48,11074.05
7000,7000,paypal,paid,2023-08-23 19:52:26,2173.6
7001,7001,credit_card,paid,2023-08-12 09:20:54,7558.26
7002,7002,paypal,paid,2023-08-24 14:25:31,9482.13
7003,7003,google_pay,paid,2023-08-30 19:47:19,3741.59
7004,7004,credit_card,failed,2023-08-18 17:44:09,2667.62
7005,7005,credit_card,paid,2023-08-19 22:36:43,3458.16
7006,7006,credit_card,paid,2023-08-20 18:13:35,1988.58
7007,7007,bank_transfer,paid,2023-08-08 08:15:48,908.12
7008,7008,google_pay,paid,2023-08-28 00:46:55,8705.57
7009,7009,bank_transfer,paid,2023-08-31 11:47:21,846.07
7010,7010,apple_pay,paid,2023-08-08 08:48:47,9818.7
7011,7011,credit_card,paid,2023-08-08 12:53:49,1874.52
7012,7012,google_pay,failed,2023-08-07 02:03:20,15341.11
7013,7013,apple_pay,paid,2023-08-04 07:03:22,5052.96
7014,7014,bank_transfer,refunded,2023-08-19 06:37:47,3440.68
7015,7015,google_pay,pending,2023-08-11 01:08:38,542.35
7016,7016,credit_card,paid,2023-09-23 14:08:55,635.08
7017,7017,apple_pay,paid,2023-09-02 23:22:33,5646.11
7018,7018,paypal,paid,2023-10-02 15:47:08,7486.17
7019,7019,credit_card,refunded,2023-09-18 03:37:28,8600.7
7020,7020,paypal,paid,2023-09-12 13:59:14,7296.09
7021,7021,bank_transfer,refunded,2023-09-19 20:36:31,2815.46
7022,7022,bank_transfer,paid,2023-09-09 03:44:17,5941.08
7023,7023,bank_transfer,pending,2023-09-26 15:29:47,10023.84
7024,7024,credit_card,paid,2023-09-03 21:13:41,7067.82
