order_id,customer_id,order_date,order_status,total_amount
26922,11952,2024-04-04 22:45:01,completed,9233.42
26923,4847,2024-04-09 05:54:45,completed,7040.8
26924,7471,2024-04-01 18:47:00,cancelled,11173.65
26925,10436,2024-04-17 11:07:18,shipped,8409.4
26926,9386,2024-04-16 10:34:20,completed,1520.28
26927,19838,2024-04-28 01:20:15,completed,5626.94
26928,18899,2024-04-06 09:57:38,completed,6758.23
26929,10710,2024-04-09 05:47:27,pending,7789.1
26930,2438,2024-04-28 23:46:46,completed,312.67
26931,12419,2024-04-01 21:58:38,cancelled,2084.52
26932,14099,2024-04-12 02:19:48,cancelled,8307.92
26933,7763,2024-04-15 20:35:05,completed,10524.36
26934,2450,2024-04-25 22:14:08,completed,2862.74
26935,8407,2024-04-02 22:13:38,completed,7656.06
26936,10563,2024-04-25 04:15:03,completed,9688.19
26937,19976,2024-04-12 22:21:09,shipped,4972.25
26938,17559,2024-04-16 12:11:53,completed,5528.64
26939,14505,2024-04-28 01:32:01,cancelled,753.31
26940,14350,2024-04-07 00:16:23,completed,15682.26
26941,6672,2024-04-09 03:45:01,completed,4043.36
26942,15148,2024-04-28 20:18:17,pending,3726.85
26943,15183,2024-04-30 20:36:59,shipped,3288.34
26944,18782,2024-04-21 13:16:46,cancelled,10592.8
26945,5845,2024-04-28 08:13:12,completed,3445.6
26946,9237,2024-04-22 00:03:00,completed,1691.8
26947,12398,2024-04-02 19:24:54,pending,15412.41
26948,11334,2024-04-19 15:58:21,completed,4149.95
26949,7327,2024-04-08 23:28:16,completed,5484.72
26950,5674,2024-04-04 23:52:48,completed,1664.4
26951,17264,2024-04-10 10:57:58,shipped,7564.24
26952,6485,2024-04-22 20:21:58,completed,2203.17
26953,6049,2024-04-23 06:01:59,shipped,4337.15
26954,652,2024-04-27 15:06:19,completed,14739.82
26955,6107,2024-04-03 17:11:33,shipped,3522.2
26956,11036,2024-04-29 07:16:46,completed,5207.77
26957,1427,2024-04-28 19:47:45,completed,8166.39
26958,13033,2024-04-26 16:04:54,completed,4472.95
26959,13432,2024-04-30 05:05:53,shipped,2983.28
26960,6246,2024-04-14 19:21:16,completed,12797.77
26961,1413,2024-04-06 12:57:12,shipped,2951.4
26962,17665,2024-04-03 09:05:29,completed,2219.31
26963,13094,2024-04-25 06:11:50,cancelled,1851.98
26964,19204,2024-04-13 10:17:51,pending,1028.28
26965,8670,2024-04-19 11:03:36,shipped,12532.61
26966,14734,2024-04-28 03:11:42,cancelled,3920.41
26967,8781,2024-04-28 18:48:14,completed,8864.01
26968,8246,2024-04-17 09:19:31,cancelled,9468.68
26969,17541,2024-04-06 02:37:01,shipped,3583.47
26970,6930,2024-04-16 00:43:59,completed,1809.97
26971,6744,2024-04-12 12:58:24,completed,5573.42
26972,15073,2024-04-20 07:51:27,shipped,4202.5
26973,4456,2024-04-09 18:31:45,completed,5892.27
26974,2987,2024-04-07 14:17:37,completed,9191.39
26975,4899,2024-04-01 18:52:32,completed,3155.13
26976,13264,2024-04-16 03:53:32,completed,6249.4
26977,989,2024-04-12 17:30:21,cancelled,3241.68
26978,6414,2024-04-07 06:28:24,completed,10193.61
26979,18589,2024-04-29 20:26:20,completed,4853.07
26980,1428,2024-04-25 16:54:41,completed,4026.62
26981,6760,2024-04-24 15:45:02,completed,5745.32
26982,18504,2024-04-06 11:42:21,shipped,2094.84
26983,4658,2024-04-23 01:35:28,completed,15773.39
26984,2320,2024-04-24 20:06:51,completed,4518.8
26985,14622,2024-04-19 04:30:22,completed,4765.77
26986,16714,2024-04-09 14:35:03,completed,10005.65
26987,11324,2024-04-02 06:59:43,completed,3656.36
26988,10508,2024-04-21 20:24:56,completed,1879.8
26989,14156,2024-04-06 10:46:15,completed,8176.93
26990,13620,2024-04-10 08:07:50,cancelled,6301.16
26991,6719,2024-04-04 21:21:26,completed,3787.18
26992,9336,2024-04-25 16:04:04,cancelled,677.79
26993,17802,2024-04-24 08:35:18,completed,7856.9
26994,3839,2024-04-29 00:19:39,shipped,10374.76
26995,15883,2024-04-03 21:36:37,completed,6828.83
26996,15749,2024-04-27 20:19:37,pending,4428.6
26997,262,2024-04-13 21:52:05,completed,5592.16
26998,8793,2024-04-03 21:46:27,completed,17695.83
26999,13751,2024-04-09 02:07:39,shipped,4264.88
27000,14684,2024-04-24 18:27:28,shipped,934.17
27001,6749,2024-04-09 10:26:28,shipped,1177.24
27002,2475,2024-04-05 22:45:32,completed,12307.01
27003,15275,2024-04-25 13:26:58,completed,7612.96
27004,5194,2024-04-19 07:02:05,completed,1618.2
27005,257,2024-04-21 05:38:23,completed,6507.43
27006,12206,2024-04-17 12:11:20,completed,5493.5
27007,7812,2024-04-07 12:53:32,completed,6014.47
27008,2638,2024-04-18 21:03:11,pending,4437.34
27009,13740,2024-04-13 04:27:15,cancelled,8118.79
27010,8127,2024-04-25 11:40:19,completed,6226.26
27011,13244,2024-04-08 10:41:46,pending,6783.67
27012,14042,2024-04-09 18:11:55,completed,1713.73
27013,512,2024-04-13 15:51:38,cancelled,5918.45
27014,9008,2024-04-03 01:21:29,shipped,3550.21
27015,13191,2024-04-17 09:46:40,shipped,7176.22
27016,5572,2024-04-15 10:18:33,pending,1988.1
27017,11183,2024-04-06 13:39:08,completed,2787.9
27018,11870,2024-04-09 00:58:53,completed,2953.15
27019,14400,2024-04-24 18:58:38,completed,1024.5
27020,3431,2024-04-07 15:36:33,completed,4415.27
27021,17030,2024-04-17 08:54:09,completed,11508.06
27022,7655,2024-04-30 01:50:13,cancelled,4496.36
27023,19320,2024-04-08 04:58:11,pending,6068.99
27024,10002,2024-04-13 15:08:58,cancelled,12352.55
27025,15017,2024-04-03 13:56:10,completed,4630.9
27026,1535,2024-04-18 22:11:36,completed,7605.06
27027,19004,2024-04-18 08:13:26,cancelled,10300.52
27028,1591,2024-04-29 14:35:36,completed,12185.52
27029,4890,2024-04-11 10:42:19,completed,13059.72
27030,13259,2024-04-20 14:30:28,shipped,6178.32
27031,17711,2024-04-13 18:33:48,completed,238.67
27032,12275,2024-04-06 13:14:16,cancelled,7157.7
27033,13102,2024-04-07 18:29:04,completed,5419.59
27034,12064,2024-04-14 07:45:02,completed,6197.18
27035,12482,2024-04-21 11:37:30,shipped,3027.87
27036,483,2024-04-30 13:02:54,cancelled,1040.38
27037,13339,2024-04-27 09:29:21,completed,153.34
27038,17990,2024-04-25 15:26:18,shipped,11502.93
27039,15093,2024-04-26 20:34:17,completed,8668.24
27040,55,2024-04-20 15:51:18,shipped,7362.17
27041,18771,2024-04-30 21:37:47,completed,6110.74
27042,8004,2024-04-24 19:36:17,completed,12464.59
27043,7243,2024-04-26 02:25:27,completed,5954.86
27044,1840,2024-04-27 04:41:10,completed,13050.74
27045,7372,2024-04-23 00:39:51,cancelled,1617.73
27046,12090,2024-04-10 12:08:55,completed,1624.05
27047,8470,2024-04-02 01:46:15,completed,10739.49
27048,1470,2024-04-17 22:48:16,completed,1169.96
27049,1249,2024-04-14 16:09:00,completed,7535.9
27050,13223,2024-04-15 10:19:34,shipped,6256.41
27051,17305,2024-04-22 15:55:53,shipped,5403.36
27052,1408,2024-04-04 01:17:58,completed,4171.02
27053,5408,2024-04-26 18:13:20,completed,86.33
27054,1800,2024-04-11 10:15:03,shipped,8001.97
27055,7137,2024-04-06 14:39:54,shipped,2988.32
27056,14586,2024-04-10 20:42:54,shipped,2680.73
27057,3472,2024-04-01 13:48:55,cancelled,3127.19
27058,10492,2024-04-06 11:29:18,completed,5828.41
27059,7463,2024-04-16 08:45:56,completed,5459.1
27060,12874,2024-04-01 08:34:49,cancelled,5703.89
27061,4808,2024-04-30 22:40:46,completed,6512.08
27062,11530,2024-04-09 02:43:40,shipped,10770.49
27063,14056,2024-04-02 21:58:57,cancelled,7400.84
27064,902,2024-04-20 04:04:59,shipped,2671.18
27065,6766,2024-04-03 03:43:12,completed,833.31
27066,11850,2024-04-27 00:41:25,completed,11950.9
27067,6045,2024-04-12 02:33:29,completed,3231.9
27068,6665,2024-04-04 19:40:03,shipped,351.34
27069,14975,2024-04-01 22:05:13,completed,13655.59
27070,1984,2024-04-19 00:12:12,completed,2722.12
27071,834,2024-04-24 21:28:52,shipped,11892.04
27072,15043,2024-04-23 23:36:46,completed,8466.4
27073,3060,2024-04-05 21:06:03,shipped,4664.48
27074,18547,2024-04-29 17:16:52,cancelled,5427.26
27075,2466,2024-04-24 03:55:56,completed,3992.88
27076,1098,2024-04-28 22:59:21,shipped,1102.14
27077,12218,2024-04-07 07:38:47,completed,1950.49
27078,5656,2024-04-14 15:20:11,pending,1374.47
27079,17296,2024-04-09 10:55:36,shipped,7588.44
27080,19911,2024-04-28 15:36:03,completed,862.15
27081,4877,2024-04-19 07:28:47,cancelled,4016.1
27082,4182,2024-04-06 13:30:08,completed,10544.72
27083,17444,2024-04-09 17:22:27,completed,1135.53
27084,15199,2024-04-07 15:34:07,completed,8818.41
27085,16443,2024-04-25 15:39:11,pending,5886.22
27086,18156,2024-04-01 00:27:19,completed,212.73
27087,4691,2024-04-10 01:03:58,completed,5242.02
27088,19292,2024-04-23 17:51:02,completed,6887.46
27089,2101,2024-04-15 07:28:35,completed,1968.51
27090,1948,2024-04-03 05:52:03,cancelled,10091.09
27091,11723,2024-04-11 06:39:03,completed,4273.76
27092,8625,2024-04-18 14:28:55,completed,6607.8
27093,19590,2024-04-08 04:49:29,completed,998.37
27094,18801,2024-04-17 16:18:21,shipped,363.7
27095,9157,2024-04-15 00:30:36,completed,9113.33
27096,10087,2024-04-21 10:23:08,completed,10793.37
27097,1496,2024-04-19 13:35:07,completed,2463.35
27098,16840,2024-04-21 07:34:06,completed,10444.63
27099,6469,2024-04-14 13:36:24,cancelled,4862.09
27100,13895,2024-04-04 17:36:14,completed,4437.26
27101,13378,2024-04-05 17:35:18,completed,4329.48
27102,18677,2024-04-26 11:26:42,completed,10390.46
27103,5842,2024-04-17 02:19:36,completed,9409.12
27104,3580,2024-04-01 19:58:00,completed,5235.72
27105,16606,2024-04-14 14:28:09,cancelled,211.89
27106,17517,2024-04-30 22:42:07,shipped,6039.12
27107,4298,2024-04-13 13:39:56,pending,233.62
27108,19725,2024-04-14 14:04:25,completed,10195.77
27109,10605,2024-04-07 14:46:26,completed,4419.0
27110,1317,2024-04-11 02:29:18,pending,7431.46
27111,18006,2024-04-27 00:18:58,completed,7772.65
27112,4632,2024-04-30 02:38:05,completed,10378.23
27113,14115,2024-04-14 21:13:02,shipped,5709.33
27114,2637,2024-04-10 17:29:54,completed,11857.14
27115,8499,2024-04-09 16:04:55,completed,923.55
27116,4653,2024-04-02 11:00:41,cancelled,8887.72
27117,17057,2024-04-05 15:11:55,completed,3871.84
27118,9793,2024-04-03 14:58:58,completed,7281.08
27119,2499,2024-04-17 22:32:33,cancelled,3751.98
27120,7390,2024-04-24 16:50:29,completed,3788.4
27121,2578,2024-04-23 07:59:30,completed,9938.98
27122,11432,2024-04-22 18:11:56,shipped,1216.27
27123,6395,2024-04-26 10:04:36,completed,2462.46
27124,19579,2024-04-18 05:16:15,completed,9197.87
27125,6350,2024-04-27 12:46:06,completed,5394.28
27126,2932,2024-04-13 18:29:16,completed,1611.35
27127,13677,2024-04-29 06:16:34,shipped,5583.52
27128,2383,2024-04-15 00:17:58,completed,5281.51
27129,17450,2024-04-10 15:47:02,cancelled,3096.9
27130,7644,2024-04-19 23:40:26,completed,4534.17
27131,18254,2024-04-11 20:17:58,completed,5898.4
27132,2789,2024-04-01 13:23:25,pending,6636.32
27133,13631,2024-04-25 11:40:41,cancelled,8.3
27134,13935,2024-04-10 23:42:25,cancelled,2174.85
27135,8169,2024-04-24 11:30:22,cancelled,5100.72
27136,10706,2024-04-16 20:52:23,completed,5162.06
27137,7401,2024-04-13 15:58:06,completed,1506.15
27138,1220,2024-04-10 08:49:33,completed,5604.61
27139,4931,2024-04-09 00:03:48,completed,5393.31
27140,16360,2024-04-15 01:22:58,completed,2586.03
27141,14878,2024-04-26 00:49:28,completed,10971.19
27142,18345,2024-04-04 09:47:21,shipped,12115.11
27143,11097,2024-04-28 17:22:12,completed,5377.78
27144,11289,2024-04-05 03:18:28,shipped,11622.83
27145,19233,2024-04-15 09:09:34,cancelled,8579.42
27146,3214,2024-04-22 16:30:51,cancelled,384.74
27147,13279,2024-04-04 02:40:02,shipped,10438.22
27148,7124,2024-04-10 20:35:56,completed,1237.83
27149,7505,2024-04-11 04:52:25,completed,1866.5
27150,8256,2024-04-24 04:15:28,completed,1364.22
27151,11778,2024-04-02 18:56:29,completed,12375.63
27152,18996,2024-04-04 09:16:18,completed,9927.39
27153,10478,2024-04-25 00:54:50,shipped,4910.7
27154,16459,2024-04-25 22:29:57,completed,11430.32
27155,4615,2024-04-16 07:29:05,completed,505.62
27156,19586,2024-04-11 04:57:00,shipped,1505.65
27157,16000,2024-04-29 00:37:09,completed,5913.59
27158,2214,2024-04-03 01:42:39,completed,1613.3
27159,938,2024-04-22 20:32:22,completed,4867.6
27160,10969,2024-04-28 00:47:39,completed,2475.1
27161,15857,2024-04-06 04:05:52,completed,6603.11
27162,18040,2024-04-23 04:00:13,completed,317.68
27163,12802,2024-04-07 23:54:53,completed,4592.75
27164,5653,2024-04-28 04:47:26,completed,9358.09
27165,12226,2024-04-19 12:25:11,completed,5383.53
27166,10999,2024-04-16 03:23:28,completed,4687.88
27167,13221,2024-04-12 15:19:50,completed,4019.32
27168,3509,2024-04-30 14:00:39,pending,5279.52
27169,15035,2024-04-04 00:08:53,shipped,1053.96
27170,17221,2024-04-30 06:09:24,completed,9186.31
27171,17355,2024-04-06 08:32:38,shipped,3631.92
27172,6655,2024-04-25 21:38:29,completed,3027.78
27173,8669,2024-04-26 08:36:23,cancelled,6063.25
27174,4343,2024-04-21 00:33:35,completed,5773.16
27175,6415,2024-04-29 08:09:02,completed,7137.88
27176,19742,2024-04-26 09:36:31,completed,2312.81
27177,13296,2024-04-15 09:09:39,completed,7983.74
27178,19692,2024-04-03 23:51:53,completed,9382.92
27179,5391,2024-04-05 00:22:39,pending,4259.5
27180,18871,2024-04-03 17:29:45,completed,5243.31
27181,18958,2024-04-06 13:15:14,completed,10259.72
27182,6178,2024-04-25 21:52:07,completed,10731.74
27183,8891,2024-04-05 21:52:48,pending,15036.12
27184,4073,2024-04-03 05:13:43,completed,2366.87
27185,12210,2024-04-01 16:57:09,completed,4534.22
27186,13318,2024-04-28 15:44:55,shipped,4355.8
27187,15499,2024-04-01 03:46:36,cancelled,11526.0
27188,16556,2024-04-06 16:38:13,completed,6680.61
27189,17824,2024-04-26 00:23:21,completed,4353.19
27190,6348,2024-04-01 13:48:17,completed,2786.02
27191,5071,2024-04-28 08:23:43,pending,9083.2
27192,1427,2024-04-11 23:58:25,completed,3506.29
27193,16334,2024-04-23 10:38:02,shipped,8159.72
27194,19495,2024-04-25 01:25:03,pending,8003.83
27195,6218,2024-04-25 05:43:33,completed,9521.71
27196,7499,2024-04-11 08:43:08,pending,3689.46
27197,10918,2024-04-06 23:36:14,completed,4918.86
27198,3224,2024-04-23 05:30:32,completed,6387.12
27199,12044,2024-04-30 08:15:39,completed,223.89
27200,19868,2024-04-26 11:30:53,shipped,6689.09
27201,18583,2024-04-13 10:30:08,completed,14117.97
27202,5596,2024-04-06 08:26:42,cancelled,1622.57
27203,19446,2024-04-02 16:33:27,completed,9372.06
27204,18290,2024-04-05 10:11:24,completed,16011.46
27205,10341,2024-04-27 04:07:12,completed,7933.37
27206,14111,2024-04-22 19:54:11,shipped,1744.5
27207,13444,2024-04-10 07:12:36,cancelled,2281.42
27208,14493,2024-04-09 15:39:41,completed,1510.42
27209,679,2024-04-20 02:11:58,completed,7264.23
27210,5468,2024-04-30 21:43:48,shipped,11099.83
27211,13476,2024-04-13 21:28:20,completed,10548.95
27212,16802,2024-04-10 10:29:53,completed,690.49
27213,11294,2024-04-28 15:30:07,completed,9044.98
27214,13393,2024-04-25 07:08:41,pending,12171.91
27215,11492,2024-04-15 02:22:38,cancelled,6321.33
27216,8834,2024-04-11 04:47:33,completed,3403.08
27217,1292,2024-04-12 07:02:22,completed,479.3
27218,10435,2024-04-26 02:14:01,shipped,13726.38
27219,1480,2024-04-10 07:09:42,completed,8024.9
27220,13661,2024-04-16 21:19:00,completed,12458.42
27221,597,2024-04-09 04:44:11,completed,4619.28
27222,4704,2024-04-01 01:35:51,shipped,4385.45
27223,7618,2024-04-07 06:44:45,shipped,8737.97
27224,2115,2024-04-30 19:03:13,completed,2610.07
27225,12521,2024-04-09 12:34:16,completed,7576.22
27226,13564,2024-04-28 12:48:33,completed,3871.97
27227,10312,2024-04-02 08:51:25,shipped,4315.4
27228,6440,2024-04-04 14:08:10,completed,9325.35
27229,13963,2024-04-04 01:30:34,shipped,10200.21
27230,18994,2024-04-26 20:42:08,completed,7705.64
27231,7143,2024-04-24 11:08:30,pending,355.84
27232,13419,2024-04-13 19:31:46,completed,1808.64
27233,10956,2024-04-29 22:27:15,completed,6898.08
27234,17887,2024-04-10 03:19:33,pending,2979.96
27235,19553,2024-04-28 04:08:09,completed,669.94
27236,4367,2024-04-23 22:50:00,completed,6083.01
27237,12822,2024-04-19 19:27:40,completed,11245.52
27238,3037,2024-04-22 04:16:40,completed,9857.32
27239,10684,2024-04-14 07:25:07,completed,13141.09
27240,3164,2024-04-17 10:16:22,cancelled,8968.44
27241,3559,2024-04-24 07:08:11,cancelled,2288.37
27242,6876,2024-04-04 21:27:21,completed,1520.46
27243,13156,2024-04-03 12:37:38,completed,4929.49
27244,10584,2024-04-10 19:46:08,shipped,3965.43
27245,14616,2024-04-05 09:11:43,shipped,5991.57
27246,9974,2024-04-17 20:23:43,completed,2275.4
27247,12391,2024-04-25 09:21:38,completed,7771.62
27248,2835,2024-04-14 19:33:16,shipped,3917.59
27249,7907,2024-04-11 15:04:50,completed,1577.55
27250,14022,2024-04-24 07:41:59,cancelled,3205.52
27251,3001,2024-04-14 18:39:00,cancelled,7001.13
27252,4143,2024-04-04 19:30:17,completed,3127.18
27253,16123,2024-04-04 11:02:06,shipped,3192.78
27254,10728,2024-04-30 04:58:31,completed,7955.2
27255,5841,2024-04-22 05:17:31,shipped,7208.76
27256,5180,2024-04-28 18:00:08,completed,7036.11
27257,2579,2024-04-27 01:57:55,completed,8991.3
27258,16450,2024-04-26 16:14:41,shipped,3562.86
27259,11952,2024-04-02 01:25:03,cancelled,7541.65
27260,3741,2024-04-23 19:16:23,shipped,1111.76
27261,15611,2024-04-27 12:42:15,shipped,3592.43
27262,6817,2024-04-09 16:42:50,completed,2613.95
27263,4415,2024-04-19 13:23:49,pending,7155.34
27264,4568,2024-04-20 06:14:58,shipped,12581.73
27265,5906,2024-04-09 01:59:13,shipped,3040.18
27266,18721,2024-04-21 09:38:40,shipped,6613.77
27267,11201,2024-04-13 06:06:10,completed,2500.97
27268,5511,2024-04-08 17:48:51,completed,7856.83
27269,8575,2024-04-02 10:17:40,completed,4989.21
27270,15295,2024-04-23 03:45:45,completed,4112.33
27271,14582,2024-04-28 09:42:26,shipped,7347.17
27272,4552,2024-04-26 09:21:18,shipped,9396.69
27273,6789,2024-04-13 19:54:08,completed,4157.1
27274,11225,2024-04-16 08:55:57,shipped,8690.75
27275,5294,2024-04-04 13:52:42,completed,5296.55
27276,14630,2024-04-04 19:51:04,cancelled,3378.85
27277,13319,2024-04-30 01:05:20,completed,12138.02
27278,5323,2024-04-21 01:07:09,completed,1735.95
27279,12104,2024-04-14 08:15:51,completed,12888.23
27280,1191,2024-04-26 00:12:21,completed,3085.04
27281,1830,2024-04-14 23:43:52,pending,2779.32
27282,5844,2024-04-28 16:01:13,completed,9571.91
27283,16345,2024-04-30 13:23:01,shipped,8298.05
27284,1481,2024-04-08 16:45:18,completed,3255.06
27285,4223,2024-04-11 06:24:34,completed,1745.97
27286,13651,2024-04-14 00:10:57,shipped,1938.76
27287,12337,2024-04-05 17:26:28,completed,1061.92
27288,14148,2024-04-10 09:54:22,completed,8317.78
27289,6261,2024-04-20 12:04:44,completed,8688.64
27290,13269,2024-04-26 10:45:34,completed,2388.28
27291,5959,2024-04-30 14:39:40,shipped,1124.84
27292,1605,2024-04-16 01:23:11,cancelled,9591.12
27293,14405,2024-04-25 23:57:15,completed,3456.05
27294,14003,2024-04-26 10:52:16,completed,593.96
27295,14343,2024-04-17 17:28:57,completed,8764.83
27296,18952,2024-04-15 11:52:16,completed,1220.64
27297,19752,2024-04-03 04:59:39,completed,5132.26
27298,3002,2024-04-06 19:32:58,completed,6167.72
27299,3427,2024-04-04 05:46:30,shipped,7387.36
27300,19342,2024-04-02 07:08:17,completed,8788.68
27301,10254,2024-04-08 21:13:02,completed,10271.1
27302,17328,2024-04-19 12:04:21,shipped,1284.58
27303,8255,2024-04-06 06:31:02,shipped,2670.04
27304,12201,2024-04-27 17:28:42,completed,3261.26
27305,18160,2024-04-16 11:23:56,completed,4628.63
27306,14013,2024-04-05 18:48:11,cancelled,4770.81
27307,2937,2024-04-19 01:21:44,cancelled,10654.67
27308,17658,2024-04-09 09:53:08,completed,10198.05
27309,7003,2024-04-27 02:43:42,completed,5870.07
27310,1994,2024-04-24 07:56:09,completed,2069.34
27311,17307,2024-04-30 06:59:19,shipped,4335.69
27312,19235,2024-04-29 16:25:27,pending,4015.75
27313,8194,2024-04-18 06:21:26,completed,6026.5
27314,14036,2024-04-09 23:42:52,completed,7696.02
27315,12629,2024-04-06 22:03:06,completed,1837.41
27316,8412,2024-04-16 18:24:39,completed,5094.54
27317,9794,2024-04-02 02:16:24,shipped,10397.83
27318,14248,2024-04-10 22:04:15,shipped,6493.92
27319,6592,2024-04-11 02:35:22,completed,3877.35
27320,36,2024-04-21 20:55:30,completed,5523.87
27321,13909,2024-04-29 23:56:46,completed,817.86
27322,16567,2024-04-01 03:10:33,completed,285.6
27323,16209,2024-04-16 13:00:38,completed,13515.13
27324,8891,2024-04-28 04:40:45,completed,10413.28
27325,14552,2024-04-18 05:05:15,completed,8684.75
27326,15209,2024-04-02 18:59:39,completed,1428.58
27327,493,2024-04-06 19:42:18,shipped,673.98
27328,7961,2024-04-15 04:56:55,completed,660.63
27329,8051,2024-04-24 17:37:32,shipped,7169.82
27330,11296,2024-04-13 00:44:28,completed,2824.89
27331,2301,2024-04-15 21:36:36,completed,6336.01
27332,9484,2024-04-04 17:36:29,completed,4078.1
27333,2928,2024-04-24 14:32:29,completed,10446.06
27334,5716,2024-04-06 12:52:42,cancelled,9998.75
27335,5469,2024-04-21 09:34:12,completed,5411.9
27336,1545,2024-04-19 13:07:56,completed,4359.42
27337,18574,2024-04-02 04:43:58,completed,11830.13
27338,8805,2024-04-11 07:14:34,completed,2458.69
27339,15350,2024-04-12 17:45:41,completed,1440.69
27340,1677,2024-04-22 14:43:50,pending,2620.44
27341,9006,2024-04-06 08:01:14,completed,1413.18
27342,10197,2024-04-14 04:26:04,completed,6521.09
27343,8231,2024-04-03 22:54:14,completed,5972.9
27344,8123,2024-04-25 13:23:06,completed,4600.53
27345,15681,2024-04-01 21:16:24,completed,1025.68
27346,18951,2024-04-30 20:40:14,pending,5834.01
27347,7229,2024-04-04 01:40:32,completed,5874.4
27348,5178,2024-04-06 17:47:42,cancelled,7853.9
27349,11138,2024-04-10 18:11:19,completed,3069.93
27350,18748,2024-04-10 01:21:39,completed,5516.71
27351,16886,2024-04-01 14:10:25,completed,9817.73
27352,11416,2024-04-18 06:00:01,completed,8658.33
27353,3786,2024-04-27 01:36:57,completed,5182.5
27354,11617,2024-04-25 16:59:39,shipped,5832.72
27355,15627,2024-04-16 05:28:57,pending,2860.73
27356,16967,2024-04-08 16:14:12,completed,6204.95
27357,17749,2024-04-05 11:57:24,completed,14046.84
27358,16513,2024-04-23 05:41:48,cancelled,1755.89
27359,6374,2024-04-24 01:08:16,shipped,1446.34
27360,18864,2024-04-10 10:44:03,completed,5282.22
27361,3122,2024-04-23 21:01:51,shipped,4963.64
27362,18672,2024-04-26 02:46:01,completed,4630.04
27363,14933,2024-04-29 02:41:15,completed,699.34
27364,11403,2024-04-29 13:17:15,completed,8094.03
27365,2614,2024-04-30 23:54:47,cancelled,434.31
27366,10390,2024-04-12 00:07:53,shipped,2097.7
27367,18549,2024-04-08 01:48:34,completed,6742.16
27368,15255,2024-04-22 21:45:33,shipped,6298.51
27369,16034,2024-04-14 22:23:37,completed,6263.01
27370,13630,2024-04-11 00:04:48,completed,2916.36
27371,14820,2024-04-15 07:14:34,completed,10240.58
27372,7618,2024-04-20 16:52:24,shipped,1666.83
27373,19731,2024-04-11 15:33:19,completed,9867.23
27374,10882,2024-04-21 08:48:23,completed,9566.59
27375,18205,2024-04-03 11:01:08,completed,4021.91
27376,3287,2024-04-30 19:32:56,completed,1813.58
27377,11187,2024-04-10 18:35:14,completed,5552.49
27378,19744,2024-04-02 21:06:01,pending,4324.7
27379,10471,2024-04-11 18:02:33,completed,5164.49
27380,12,2024-04-13 20:38:44,completed,5501.97
27381,11070,2024-04-12 05:04:47,completed,6291.37
27382,9391,2024-04-25 10:37:15,pending,8762.36
27383,4241,2024-04-04 12:44:25,completed,485.17
27384,17511,2024-04-17 14:30:41,completed,7944.66
27385,15128,2024-04-17 05:14:49,cancelled,15829.66
27386,1403,2024-04-24 11:43:19,cancelled,2818.78
27387,2056,2024-04-16 09:20:35,completed,9950.09
27388,11893,2024-04-21 09:54:41,cancelled,9209.4
27389,19790,2024-04-03 15:05:43,completed,1533.66
27390,19491,2024-04-15 23:53:14,completed,1971.89
27391,1892,2024-04-02 12:53:42,completed,9904.05
27392,6073,2024-04-05 18:08:28,completed,5378.34
27393,2291,2024-04-22 20:18:11,completed,10526.94
27394,89,2024-04-28 19:22:35,completed,2636.25
27395,8516,2024-04-22 03:03:55,shipped,3724.27
27396,12946,2024-04-15 09:39:03,completed,1891.05
27397,3119,2024-04-29 05:24:02,completed,1211.1
27398,4249,2024-04-12 16:30:53,completed,10588.65
27399,16961,2024-04-28 23:08:24,completed,11778.82
27400,10609,2024-04-08 05:24:41,completed,5258.37
27401,18860,2024-04-20 14:28:16,completed,3625.86
27402,12601,2024-04-09 06:08:56,completed,7876.87
27403,8641,2024-04-19 21:14:53,pending,6686.22
27404,14706,2024-04-17 00:47:14,completed,3170.1
27405,19631,2024-04-17 21:49:29,pending,9946.89
27406,17215,2024-04-24 22:10:34,cancelled,3141.67
27407,2733,2024-04-23 06:22:31,shipped,8230.52
27408,18253,2024-04-06 08:38:58,completed,12174.02
27409,9183,2024-04-17 16:31:12,cancelled,5471.57
27410,7539,2024-04-13 18:04:31,completed,2598.83
27411,7570,2024-04-08 15:20:20,completed,5846.37
27412,629,2024-04-21 08:54:58,completed,8759.32
27413,16884,2024-04-17 17:49:22,pending,10493.22
27414,6351,2024-04-16 20:30:22,completed,13702.38
27415,5779,2024-04-27 16:37:11,completed,12148.39
27416,13847,2024-04-13 19:41:48,completed,5967.64
27417,5404,2024-04-02 22:39:38,completed,7272.21
27418,520,2024-04-23 22:12:04,completed,12598.47
27419,10152,2024-04-21 13:40:50,completed,750.09
27420,1813,2024-04-08 17:27:50,completed,3093.68
27421,1445,2024-04-04 08:06:26,shipped,3627.01
27422,8231,2024-04-20 12:57:50,completed,20203.05
27423,10879,2024-04-06 01:21:36,completed,6556.34
27424,11606,2024-04-12 14:40:15,completed,6879.53
27425,8581,2024-04-01 22:45:59,shipped,8258.92
27426,14834,2024-04-01 14:19:26,pending,4559.65
27427,17558,2024-04-13 09:06:02,shipped,3277.46
27428,15130,2024-04-13 12:50:33,shipped,6880.33
27429,18317,2024-04-13 06:24:36,shipped,3769.3
27430,17515,2024-04-18 08:03:30,completed,7951.2
27431,2125,2024-04-06 11:02:44,completed,3325.51
27432,9913,2024-04-27 08:49:25,completed,8716.18
