shipment_id,order_id,shipment_status,shipment_provider,shipped_date,delivered_date
15073,15073,shipped,FedEx,2025-09-23 14:05:44,
15074,15074,delivered,InPost,2025-10-02 01:19:46,2025-10-06 01:19:46
15075,15075,cancelled,,,
15076,15076,cancelled,,,
15077,15077,delivered,FedEx,2025-07-07 10:41:34,2025-07-08 10:41:34
15078,15078,cancelled,,,
15079,15079,cancelled,,,
15080,15080,shipped,DPD,2026-03-15 01:35:48,
15081,15081,processing,FedEx,,
15082,15082,shipped,UPS,2025-06-14 06:02:47,
15083,15083,delivered,UPS,2025-07-29 02:30:11,2025-08-05 02:30:11
15084,15084,shipped,DPD,2025-10-31 07:04:41,
15085,15085,delivered,InPost,2026-01-27 11:31:09,2026-01-28 11:31:09
15086,15086,cancelled,,,
15087,15087,shipped,UPS,2026-03-02 11:38:47,
15088,15088,shipped,InPost,2025-11-19 15:59:38,
15089,15089,delivered,DHL,2026-02-25 22:48:08,2026-03-05 22:48:08
15090,15090,delivered,UPS,2026-04-16 09:25:44,2026-04-23 09:25:44
15091,15091,delivered,UPS,2025-06-20 16:20:11,2025-06-29 16:20:11
15092,15092,shipped,FedEx,2025-08-02 11:03:03,
15093,15093,cancelled,,,
15094,15094,processing,UPS,,
15095,15095,cancelled,,,
15096,15096,shipped,InPost,2026-03-17 04:48:55,
15097,15097,delivered,DPD,2025-06-06 10:10:46,2025-06-08 10:10:46
15098,15098,cancelled,,,
15099,15099,shipped,FedEx,2026-03-18 21:02:16,
15100,15100,processing,DHL,,
15101,15101,processing,FedEx,,
15102,15102,shipped,UPS,2025-09-28 10:55:09,
15103,15103,shipped,DPD,2026-04-23 14:24:10,
15104,15104,cancelled,,,
15105,15105,shipped,InPost,2026-01-02 03:00:00,
15106,15106,processing,UPS,,
15107,15107,shipped,DHL,2026-02-19 01:35:20,
15108,15108,shipped,DHL,2025-06-04 20:34:39,
15109,15109,processing,InPost,,
15110,15110,shipped,DPD,2025-10-22 19:14:14,
15111,15111,delivered,UPS,2025-10-19 21:53:13,2025-10-28 21:53:13
15112,15112,delivered,UPS,2026-05-09 03:07:06,2026-05-16 03:07:06
15113,15113,processing,FedEx,,
15114,15114,delivered,InPost,2025-10-16 10:54:59,2025-10-25 10:54:59
15115,15115,processing,DPD,,
15116,15116,delivered,DPD,2025-11-20 16:07:21,2025-11-24 16:07:21
15117,15117,processing,DHL,,
15118,15118,cancelled,,,
15119,15119,delivered,UPS,2025-08-22 19:29:04,2025-08-30 19:29:04
15120,15120,processing,InPost,,
15121,15121,cancelled,,,
15122,15122,processing,FedEx,,
15123,15123,processing,FedEx,,
15124,15124,cancelled,,,
15125,15125,delivered,UPS,2026-03-27 08:56:29,2026-04-04 08:56:29
15126,15126,delivered,InPost,2025-11-09 06:59:06,2025-11-14 06:59:06
15127,15127,delivered,FedEx,2025-12-25 08:01:13,2025-12-27 08:01:13
15128,15128,delivered,DPD,2025-10-21 03:46:12,2025-10-25 03:46:12
15129,15129,processing,UPS,,
15130,15130,cancelled,,,
15131,15131,cancelled,,,
15132,15132,delivered,FedEx,2026-01-30 04:31:44,2026-02-09 04:31:44
15133,15133,processing,DHL,,
15134,15134,delivered,DPD,2026-01-23 05:32:54,2026-01-24 05:32:54
15135,15135,shipped,UPS,2025-10-03 17:24:59,
15136,15136,cancelled,,,
15137,15137,processing,InPost,,
15138,15138,processing,DPD,,
15139,15139,processing,InPost,,
15140,15140,shipped,InPost,2026-03-10 10:35:05,
15141,15141,shipped,InPost,2025-08-24 06:44:21,
15142,15142,shipped,UPS,2026-03-25 14:06:52,
15143,15143,processing,FedEx,,
15144,15144,delivered,FedEx,2026-03-09 11:32:01,2026-03-16 11:32:01
15145,15145,shipped,FedEx,2025-09-17 02:35:14,
15146,15146,processing,DHL,,
15147,15147,processing,InPost,,
15148,15148,delivered,DPD,2026-05-05 09:36:49,2026-05-06 09:36:49
15149,15149,shipped,FedEx,2026-05-03 18:06:03,
15150,15150,shipped,UPS,2026-05-07 07:46:55,
15151,15151,shipped,InPost,2025-07-05 08:38:48,
15152,15152,delivered,FedEx,2025-10-02 00:11:27,2025-10-09 00:11:27
15153,15153,delivered,UPS,2025-05-19 05:33:15,2025-05-28 05:33:15
15154,15154,shipped,DHL,2026-01-31 21:50:06,
15155,15155,processing,UPS,,
15156,15156,cancelled,,,
15157,15157,shipped,InPost,2025-07-15 17:06:31,
15158,15158,processing,FedEx,,
15159,15159,processing,DHL,,
15160,15160,delivered,DPD,2025-08-09 11:55:34,2025-08-19 11:55:34
15161,15161,delivered,FedEx,2025-10-31 06:57:06,2025-11-10 06:57:06
15162,15162,delivered,DPD,2025-06-22 11:06:09,2025-06-30 11:06:09
15163,15163,shipped,FedEx,2025-05-20 14:54:15,
15164,15164,delivered,InPost,2025-12-09 21:50:24,2025-12-11 21:50:24
15165,15165,shipped,InPost,2025-07-30 00:38:17,
15166,15166,cancelled,,,
15167,15167,cancelled,,,
15168,15168,shipped,UPS,2025-09-12 10:11:05,
15169,15169,processing,UPS,,
15170,15170,cancelled,,,
15171,15171,processing,DHL,,
15172,15172,delivered,DPD,2025-12-28 06:38:46,2026-01-04 06:38:46
15173,15173,shipped,FedEx,2025-07-16 17:01:23,
15174,15174,delivered,FedEx,2025-11-14 14:41:43,2025-11-20 14:41:43
15175,15175,delivered,DHL,2025-10-23 13:52:03,2025-10-26 13:52:03
15176,15176,delivered,FedEx,2025-10-20 14:27:35,2025-10-21 14:27:35
15177,15177,delivered,DPD,2026-04-29 06:44:17,2026-05-08 06:44:17
15178,15178,processing,UPS,,
15179,15179,processing,FedEx,,
15180,15180,processing,InPost,,
15181,15181,cancelled,,,
15182,15182,delivered,DPD,2025-09-09 23:31:03,2025-09-19 23:31:03
15183,15183,cancelled,,,
15184,15184,cancelled,,,
15185,15185,cancelled,,,
15186,15186,processing,DHL,,
15187,15187,cancelled,,,
15188,15188,delivered,DHL,2026-01-29 17:23:16,2026-01-31 17:23:16
15189,15189,delivered,UPS,2025-11-01 08:06:57,2025-11-02 08:06:57
15190,15190,processing,DPD,,
15191,15191,shipped,DPD,2026-03-17 22:26:14,
15192,15192,cancelled,,,
15193,15193,delivered,FedEx,2026-01-18 11:18:20,2026-01-20 11:18:20
15194,15194,delivered,FedEx,2026-03-11 12:17:41,2026-03-15 12:17:41
15195,15195,shipped,FedEx,2026-04-06 06:39:47,
15196,15196,delivered,UPS,2026-03-28 16:16:35,2026-04-07 16:16:35
15197,15197,processing,InPost,,
15198,15198,processing,DPD,,
15199,15199,cancelled,,,
15200,15200,processing,UPS,,
15201,15201,processing,UPS,,
15202,15202,processing,DHL,,
15203,15203,cancelled,,,
15204,15204,shipped,InPost,2026-05-01 11:13:29,
15205,15205,cancelled,,,
15206,15206,delivered,DHL,2025-09-10 14:19:52,2025-09-15 14:19:52
15207,15207,cancelled,,,
15208,15208,delivered,FedEx,2026-01-08 10:11:21,2026-01-13 10:11:21
15209,15209,shipped,DPD,2026-02-11 18:22:44,
15210,15210,delivered,FedEx,2026-04-04 21:15:08,2026-04-06 21:15:08
15211,15211,delivered,DHL,2025-09-28 13:15:33,2025-10-06 13:15:33
15212,15212,processing,DPD,,
15213,15213,delivered,UPS,2025-11-26 10:53:46,2025-12-03 10:53:46
15214,15214,delivered,FedEx,2026-01-01 18:16:09,2026-01-07 18:16:09
15215,15215,delivered,InPost,2025-08-24 08:19:52,2025-08-27 08:19:52
15216,15216,shipped,FedEx,2026-04-26 17:49:35,
15217,15217,shipped,DPD,2026-02-28 02:12:43,
15218,15218,shipped,DPD,2025-06-10 21:00:20,
15219,15219,shipped,UPS,2025-08-07 21:53:21,
15220,15220,shipped,InPost,2025-07-17 23:20:07,
15221,15221,cancelled,,,
15222,15222,shipped,FedEx,2025-12-11 09:04:54,
15223,15223,shipped,InPost,2025-07-20 12:21:46,
15224,15224,shipped,FedEx,2025-12-27 00:19:12,
15225,15225,delivered,UPS,2025-11-28 21:22:07,2025-12-02 21:22:07
15226,15226,shipped,InPost,2025-07-13 16:44:41,
15227,15227,cancelled,,,
15228,15228,processing,FedEx,,
15229,15229,processing,DPD,,
15230,15230,cancelled,,,
15231,15231,delivered,FedEx,2025-12-06 08:06:51,2025-12-13 08:06:51
15232,15232,processing,InPost,,
15233,15233,delivered,DPD,2025-08-13 14:32:00,2025-08-16 14:32:00
15234,15234,delivered,DPD,2025-11-12 03:46:06,2025-11-18 03:46:06
15235,15235,delivered,InPost,2026-04-13 21:52:23,2026-04-20 21:52:23
15236,15236,processing,DHL,,
15237,15237,delivered,UPS,2026-01-26 07:28:53,2026-01-30 07:28:53
15238,15238,shipped,DPD,2026-03-16 17:11:32,
15239,15239,processing,InPost,,
15240,15240,cancelled,,,
15241,15241,cancelled,,,
15242,15242,shipped,InPost,2025-12-21 20:41:20,
15243,15243,shipped,UPS,2026-01-02 20:47:59,
15244,15244,processing,DPD,,
15245,15245,cancelled,,,
15246,15246,delivered,FedEx,2026-01-25 00:50:12,2026-02-01 00:50:12
15247,15247,processing,DHL,,
15248,15248,delivered,UPS,2025-11-17 22:25:06,2025-11-25 22:25:06
15249,15249,cancelled,,,
15250,15250,delivered,DPD,2025-07-26 14:17:06,2025-08-02 14:17:06
15251,15251,cancelled,,,
15252,15252,shipped,UPS,2026-04-04 13:05:59,
15253,15253,processing,DPD,,
15254,15254,delivered,DHL,2025-11-24 07:29:13,2025-11-27 07:29:13
15255,15255,cancelled,,,
15256,15256,cancelled,,,
15257,15257,shipped,InPost,2025-08-27 13:44:30,
15258,15258,shipped,DPD,2025-07-14 08:58:47,
15259,15259,cancelled,,,
15260,15260,cancelled,,,
15261,15261,processing,InPost,,
15262,15262,cancelled,,,
15263,15263,delivered,UPS,2025-12-31 01:45:11,2026-01-03 01:45:11
15264,15264,processing,FedEx,,
15265,15265,cancelled,,,
15266,15266,shipped,UPS,2025-12-21 10:00:55,
15267,15267,shipped,UPS,2025-11-12 16:05:28,
15268,15268,shipped,InPost,2026-04-16 05:47:27,
15269,15269,processing,UPS,,
15270,15270,delivered,DPD,2025-11-10 04:16:08,2025-11-17 04:16:08
15271,15271,shipped,InPost,2025-11-12 20:35:56,
15272,15272,delivered,DHL,2025-11-15 08:54:19,2025-11-18 08:54:19
15273,15273,processing,DHL,,
15274,15274,delivered,InPost,2026-03-21 15:01:17,2026-03-31 15:01:17
15275,15275,cancelled,,,
15276,15276,cancelled,,,
15277,15277,processing,UPS,,
15278,15278,cancelled,,,
15279,15279,delivered,DHL,2026-02-20 07:11:12,2026-02-27 07:11:12
15280,15280,cancelled,,,
15281,15281,cancelled,,,
15282,15282,shipped,DPD,2026-03-18 04:19:49,
15283,15283,shipped,UPS,2026-02-26 02:22:43,
15284,15284,delivered,DHL,2025-09-03 02:23:16,2025-09-12 02:23:16
15285,15285,shipped,FedEx,2026-03-02 02:38:35,
15286,15286,delivered,UPS,2025-09-13 18:25:07,2025-09-23 18:25:07
15287,15287,processing,DHL,,
15288,15288,shipped,DPD,2025-09-02 04:36:54,
15289,15289,cancelled,,,
15290,15290,cancelled,,,
15291,15291,shipped,InPost,2025-11-22 14:37:35,
15292,15292,processing,DPD,,
15293,15293,shipped,DHL,2025-06-21 13:01:17,
15294,15294,delivered,FedEx,2025-07-18 18:30:13,2025-07-19 18:30:13
15295,15295,processing,UPS,,
15296,15296,processing,DHL,,
15297,15297,processing,UPS,,
15298,15298,delivered,FedEx,2025-05-18 20:16:41,2025-05-23 20:16:41
15299,15299,processing,DPD,,
15300,15300,shipped,InPost,2026-02-15 08:20:54,
15301,15301,delivered,FedEx,2025-08-27 07:29:29,2025-09-03 07:29:29
15302,15302,cancelled,,,
15303,15303,delivered,FedEx,2025-12-17 09:51:04,2025-12-22 09:51:04
15304,15304,cancelled,,,
15305,15305,delivered,FedEx,2025-12-22 06:49:31,2025-12-30 06:49:31
15306,15306,cancelled,,,
15307,15307,delivered,DHL,2025-08-20 17:52:37,2025-08-28 17:52:37
15308,15308,delivered,DPD,2025-11-19 23:35:33,2025-11-27 23:35:33
15309,15309,shipped,DHL,2025-08-24 09:05:19,
15310,15310,shipped,FedEx,2025-12-17 03:34:31,
15311,15311,cancelled,,,
15312,15312,shipped,DPD,2025-07-02 10:34:35,
15313,15313,processing,InPost,,
15314,15314,delivered,DHL,2026-03-13 18:41:00,2026-03-20 18:41:00
15315,15315,processing,DPD,,
15316,15316,processing,UPS,,
15317,15317,shipped,DHL,2025-08-30 16:32:24,
15318,15318,cancelled,,,
15319,15319,processing,UPS,,
15320,15320,shipped,UPS,2025-09-09 04:02:50,
15321,15321,processing,DHL,,
15322,15322,cancelled,,,
15323,15323,cancelled,,,
15324,15324,shipped,DHL,2025-07-30 10:37:32,
15325,15325,processing,DPD,,
15326,15326,delivered,DHL,2026-03-23 20:48:17,2026-03-30 20:48:17
15327,15327,shipped,UPS,2026-03-31 10:49:59,
15328,15328,delivered,UPS,2025-11-02 21:13:17,2025-11-11 21:13:17
15329,15329,delivered,UPS,2025-07-02 17:27:14,2025-07-12 17:27:14
15330,15330,cancelled,,,
15331,15331,delivered,FedEx,2026-01-31 08:27:01,2026-02-05 08:27:01
15332,15332,cancelled,,,
15333,15333,cancelled,,,
15334,15334,cancelled,,,
15335,15335,delivered,DHL,2026-04-25 00:56:44,2026-05-04 00:56:44
15336,15336,shipped,DHL,2025-07-27 07:48:30,
15337,15337,shipped,InPost,2025-07-07 11:30:11,
15338,15338,cancelled,,,
15339,15339,processing,FedEx,,
15340,15340,processing,UPS,,
15341,15341,processing,InPost,,
15342,15342,delivered,UPS,2026-02-12 12:49:40,2026-02-13 12:49:40
15343,15343,cancelled,,,
15344,15344,shipped,InPost,2025-09-28 02:26:53,
15345,15345,shipped,DHL,2026-01-28 08:56:11,
15346,15346,cancelled,,,
15347,15347,processing,UPS,,
15348,15348,cancelled,,,
15349,15349,delivered,DHL,2026-04-01 06:19:30,2026-04-04 06:19:30
15350,15350,shipped,UPS,2025-07-21 14:44:45,
15351,15351,shipped,UPS,2025-07-02 11:21:13,
15352,15352,processing,DHL,,
15353,15353,shipped,DPD,2025-11-12 00:41:59,
15354,15354,cancelled,,,
15355,15355,cancelled,,,
15356,15356,processing,DHL,,
15357,15357,delivered,UPS,2026-04-25 03:14:19,2026-05-02 03:14:19
15358,15358,cancelled,,,
15359,15359,cancelled,,,
15360,15360,cancelled,,,
15361,15361,shipped,DHL,2025-10-26 18:27:34,
15362,15362,shipped,InPost,2025-10-09 01:12:27,
15363,15363,cancelled,,,
15364,15364,processing,UPS,,
15365,15365,shipped,DHL,2026-03-06 10:27:57,
15366,15366,processing,DPD,,
15367,15367,processing,DHL,,
15368,15368,cancelled,,,
15369,15369,processing,DHL,,
15370,15370,cancelled,,,
15371,15371,cancelled,,,
15372,15372,cancelled,,,
15373,15373,processing,InPost,,
15374,15374,delivered,DHL,2025-09-16 16:46:02,2025-09-25 16:46:02
15375,15375,processing,FedEx,,
15376,15376,shipped,DHL,2025-10-17 21:24:21,
15377,15377,cancelled,,,
15378,15378,shipped,DPD,2025-08-14 17:04:37,
15379,15379,processing,FedEx,,
15380,15380,shipped,FedEx,2025-10-18 07:09:37,
15381,15381,shipped,InPost,2025-06-30 20:48:55,
15382,15382,delivered,UPS,2025-11-26 12:53:54,2025-11-28 12:53:54
15383,15383,delivered,DPD,2026-01-20 14:57:04,2026-01-23 14:57:04
15384,15384,cancelled,,,
15385,15385,shipped,DHL,2025-08-07 01:25:04,
15386,15386,cancelled,,,
15387,15387,delivered,DHL,2025-07-29 19:17:21,2025-08-01 19:17:21
15388,15388,delivered,UPS,2025-09-13 18:57:38,2025-09-21 18:57:38
15389,15389,shipped,FedEx,2025-11-13 23:29:14,
15390,15390,delivered,DPD,2026-02-20 09:38:37,2026-02-26 09:38:37
15391,15391,delivered,DPD,2026-01-31 13:43:14,2026-02-08 13:43:14
15392,15392,processing,InPost,,
15393,15393,processing,DHL,,
15394,15394,delivered,FedEx,2026-01-08 19:06:57,2026-01-12 19:06:57
15395,15395,cancelled,,,
15396,15396,processing,DHL,,
15397,15397,shipped,FedEx,2026-03-14 08:50:40,
15398,15398,shipped,FedEx,2026-04-19 03:34:31,
15399,15399,shipped,UPS,2025-06-23 01:05:11,
15400,15400,cancelled,,,
15401,15401,shipped,UPS,2025-09-10 12:32:03,
15402,15402,shipped,UPS,2025-10-19 05:37:55,
15403,15403,cancelled,,,
15404,15404,cancelled,,,
15405,15405,processing,DHL,,
15406,15406,shipped,FedEx,2025-08-24 23:41:28,
15407,15407,processing,InPost,,
15408,15408,cancelled,,,
15409,15409,cancelled,,,
15410,15410,cancelled,,,
15411,15411,processing,FedEx,,
15412,15412,shipped,DPD,2025-12-07 00:26:07,
15413,15413,cancelled,,,
15414,15414,delivered,UPS,2025-07-22 04:47:34,2025-07-24 04:47:34
15415,15415,cancelled,,,
15416,15416,cancelled,,,
15417,15417,processing,DHL,,
15418,15418,delivered,UPS,2026-04-14 19:11:23,2026-04-15 19:11:23
15419,15419,shipped,FedEx,2025-09-08 14:50:48,
15420,15420,delivered,FedEx,2025-10-24 12:54:27,2025-11-03 12:54:27
15421,15421,shipped,DPD,2026-02-27 13:32:08,
15422,15422,delivered,InPost,2026-01-01 02:16:14,2026-01-02 02:16:14
15423,15423,delivered,FedEx,2025-12-12 11:23:38,2025-12-15 11:23:38
15424,15424,cancelled,,,
15425,15425,delivered,DHL,2025-08-01 10:02:23,2025-08-07 10:02:23
15426,15426,processing,DHL,,
15427,15427,cancelled,,,
15428,15428,cancelled,,,
15429,15429,cancelled,,,
15430,15430,processing,FedEx,,
15431,15431,delivered,FedEx,2025-07-09 23:15:00,2025-07-18 23:15:00
15432,15432,shipped,FedEx,2025-06-02 05:15:39,
15433,15433,shipped,UPS,2025-07-09 03:30:10,
15434,15434,processing,FedEx,,
15435,15435,delivered,UPS,2025-06-08 17:51:05,2025-06-18 17:51:05
15436,15436,processing,UPS,,
15437,15437,shipped,DHL,2025-11-05 02:45:57,
15438,15438,delivered,DHL,2025-11-14 06:31:46,2025-11-22 06:31:46
15439,15439,delivered,UPS,2026-03-21 13:42:14,2026-03-24 13:42:14
15440,15440,delivered,InPost,2025-10-07 01:11:32,2025-10-10 01:11:32
15441,15441,delivered,DPD,2025-06-19 18:08:11,2025-06-21 18:08:11
15442,15442,delivered,DPD,2026-02-08 01:04:40,2026-02-11 01:04:40
15443,15443,cancelled,,,
15444,15444,cancelled,,,
15445,15445,cancelled,,,
15446,15446,shipped,FedEx,2026-01-19 23:49:09,
15447,15447,delivered,UPS,2026-01-19 07:36:53,2026-01-28 07:36:53
15448,15448,cancelled,,,
15449,15449,cancelled,,,
15450,15450,processing,DHL,,
15451,15451,cancelled,,,
15452,15452,cancelled,,,
15453,15453,delivered,UPS,2026-01-11 21:15:08,2026-01-16 21:15:08
15454,15454,cancelled,,,
15455,15455,delivered,UPS,2026-02-01 18:19:57,2026-02-08 18:19:57
15456,15456,cancelled,,,
15457,15457,shipped,InPost,2025-08-29 06:54:13,
15458,15458,shipped,DHL,2025-06-25 19:21:21,
15459,15459,delivered,DHL,2025-10-02 06:58:15,2025-10-10 06:58:15
15460,15460,shipped,InPost,2025-08-31 03:34:28,
15461,15461,cancelled,,,
15462,15462,delivered,UPS,2025-05-24 20:16:41,2025-05-28 20:16:41
15463,15463,cancelled,,,
15464,15464,processing,FedEx,,
15465,15465,shipped,DPD,2025-10-22 05:22:43,
15466,15466,delivered,DPD,2026-02-24 05:59:21,2026-02-28 05:59:21
15467,15467,shipped,FedEx,2026-04-30 23:42:54,
15468,15468,cancelled,,,
15469,15469,shipped,UPS,2026-05-08 14:02:49,
15470,15470,delivered,InPost,2026-03-16 20:43:24,2026-03-22 20:43:24
15471,15471,shipped,DHL,2025-10-11 23:48:16,
15472,15472,cancelled,,,
15473,15473,shipped,FedEx,2025-05-22 19:56:34,
15474,15474,cancelled,,,
15475,15475,delivered,InPost,2025-07-19 15:31:41,2025-07-25 15:31:41
15476,15476,delivered,FedEx,2025-07-20 05:10:01,2025-07-23 05:10:01
15477,15477,cancelled,,,
15478,15478,cancelled,,,
15479,15479,cancelled,,,
15480,15480,delivered,FedEx,2025-12-24 10:43:23,2025-12-27 10:43:23
15481,15481,cancelled,,,
15482,15482,delivered,InPost,2025-05-16 16:54:53,2025-05-26 16:54:53
15483,15483,shipped,UPS,2026-03-09 02:23:31,
15484,15484,delivered,UPS,2025-07-24 12:06:58,2025-07-31 12:06:58
15485,15485,shipped,DPD,2025-06-28 09:41:20,
15486,15486,shipped,DHL,2026-02-15 21:17:57,
15487,15487,shipped,DHL,2025-12-30 13:40:55,
15488,15488,shipped,UPS,2026-04-30 01:58:44,
15489,15489,processing,FedEx,,
15490,15490,cancelled,,,
15491,15491,delivered,FedEx,2025-11-25 21:13:14,2025-11-28 21:13:14
15492,15492,shipped,InPost,2025-09-25 07:44:25,
15493,15493,processing,UPS,,
15494,15494,delivered,UPS,2026-01-16 06:19:02,2026-01-17 06:19:02
15495,15495,shipped,DPD,2025-12-16 11:51:56,
15496,15496,shipped,DPD,2025-07-18 01:04:15,
15497,15497,processing,FedEx,,
15498,15498,shipped,DPD,2026-01-11 02:29:20,
15499,15499,shipped,DPD,2026-04-06 01:05:07,
15500,15500,cancelled,,,
15501,15501,cancelled,,,
15502,15502,cancelled,,,
15503,15503,cancelled,,,
15504,15504,processing,InPost,,
15505,15505,processing,UPS,,
15506,15506,cancelled,,,
15507,15507,delivered,UPS,2025-06-11 13:06:32,2025-06-15 13:06:32
15508,15508,delivered,DHL,2025-11-22 17:54:01,2025-11-30 17:54:01
15509,15509,cancelled,,,
15510,15510,delivered,DPD,2025-05-27 12:28:18,2025-05-29 12:28:18
15511,15511,cancelled,,,
15512,15512,cancelled,,,
15513,15513,shipped,InPost,2025-08-09 18:40:37,
15514,15514,delivered,UPS,2026-04-29 19:57:36,2026-05-06 19:57:36
15515,15515,delivered,UPS,2025-08-19 16:49:44,2025-08-21 16:49:44
15516,15516,shipped,DHL,2026-04-16 13:22:05,
15517,15517,processing,DPD,,
15518,15518,processing,DHL,,
15519,15519,processing,UPS,,
15520,15520,shipped,InPost,2025-06-30 19:24:22,
15521,15521,cancelled,,,
15522,15522,delivered,DHL,2025-12-16 22:18:28,2025-12-22 22:18:28
15523,15523,shipped,UPS,2025-07-28 21:35:08,
15524,15524,processing,DHL,,
15525,15525,cancelled,,,
15526,15526,processing,DHL,,
15527,15527,processing,FedEx,,
15528,15528,delivered,DPD,2025-12-08 17:14:47,2025-12-13 17:14:47
15529,15529,shipped,UPS,2025-09-20 13:33:27,
15530,15530,shipped,DHL,2025-08-04 21:32:56,
15531,15531,delivered,DPD,2025-09-26 04:34:51,2025-10-04 04:34:51
15532,15532,delivered,DHL,2025-08-09 07:39:11,2025-08-13 07:39:11
15533,15533,cancelled,,,
15534,15534,cancelled,,,
15535,15535,shipped,InPost,2025-10-20 15:03:03,
15536,15536,processing,DPD,,
15537,15537,delivered,FedEx,2025-10-09 14:26:07,2025-10-10 14:26:07
15538,15538,shipped,DPD,2025-07-22 13:15:32,
15539,15539,delivered,InPost,2025-11-15 07:12:51,2025-11-22 07:12:51
15540,15540,cancelled,,,
15541,15541,cancelled,,,
15542,15542,cancelled,,,
15543,15543,cancelled,,,
15544,15544,processing,UPS,,
15545,15545,delivered,InPost,2026-02-21 20:09:40,2026-02-23 20:09:40
15546,15546,shipped,DPD,2026-02-04 10:41:30,
15547,15547,cancelled,,,
15548,15548,shipped,InPost,2025-08-29 23:00:55,
15549,15549,delivered,DHL,2025-11-01 16:57:21,2025-11-06 16:57:21
15550,15550,shipped,InPost,2025-12-02 13:04:39,
15551,15551,delivered,FedEx,2025-08-07 15:05:54,2025-08-15 15:05:54
15552,15552,processing,FedEx,,
15553,15553,processing,InPost,,
15554,15554,shipped,UPS,2025-06-29 02:35:46,
15555,15555,shipped,DPD,2026-02-21 00:35:58,
15556,15556,cancelled,,,
15557,15557,processing,DPD,,
15558,15558,shipped,InPost,2025-11-13 16:56:16,
15559,15559,cancelled,,,
15560,15560,processing,DHL,,
15561,15561,delivered,UPS,2025-10-29 17:37:40,2025-10-30 17:37:40
15562,15562,processing,DPD,,
15563,15563,shipped,InPost,2025-10-24 01:33:24,
15564,15564,processing,UPS,,
15565,15565,processing,FedEx,,
15566,15566,shipped,DHL,2025-10-07 22:05:45,
15567,15567,cancelled,,,
15568,15568,delivered,DPD,2026-01-21 01:39:48,2026-01-24 01:39:48
15569,15569,cancelled,,,
15570,15570,processing,DPD,,
15571,15571,processing,DHL,,
15572,15572,shipped,DHL,2026-01-08 04:08:55,
15573,15573,delivered,FedEx,2025-09-05 00:55:31,2025-09-13 00:55:31
15574,15574,processing,FedEx,,
15575,15575,processing,UPS,,
15576,15576,cancelled,,,
15577,15577,processing,FedEx,,
15578,15578,delivered,DPD,2025-05-21 03:25:19,2025-05-31 03:25:19
15579,15579,processing,DPD,,
15580,15580,processing,DHL,,
15581,15581,cancelled,,,
15582,15582,processing,UPS,,
15583,15583,shipped,DPD,2026-04-18 04:38:57,
15584,15584,cancelled,,,
15585,15585,shipped,FedEx,2025-10-02 17:32:18,
15586,15586,delivered,FedEx,2025-05-18 19:12:45,2025-05-22 19:12:45
15587,15587,processing,InPost,,
15588,15588,delivered,UPS,2026-02-22 03:48:33,2026-03-03 03:48:33
15589,15589,shipped,DPD,2025-12-01 07:44:23,
15590,15590,delivered,InPost,2026-03-05 10:00:25,2026-03-07 10:00:25
15591,15591,shipped,UPS,2025-08-21 00:07:50,
15592,15592,shipped,InPost,2026-04-09 05:00:15,
15593,15593,delivered,FedEx,2026-04-02 05:18:38,2026-04-11 05:18:38
15594,15594,cancelled,,,
15595,15595,cancelled,,,
15596,15596,shipped,DPD,2026-05-02 09:44:27,
15597,15597,delivered,InPost,2025-06-12 17:26:24,2025-06-16 17:26:24
15598,15598,delivered,InPost,2025-07-01 00:25:14,2025-07-11 00:25:14
15599,15599,delivered,DHL,2025-06-08 21:30:30,2025-06-16 21:30:30
15600,15600,processing,UPS,,
15601,15601,delivered,DPD,2025-06-16 12:39:31,2025-06-24 12:39:31
15602,15602,shipped,DPD,2025-09-11 18:49:26,
15603,15603,cancelled,,,
15604,15604,shipped,FedEx,2026-04-03 13:25:23,
15605,15605,shipped,DPD,2026-03-21 20:37:44,
15606,15606,delivered,DHL,2026-03-29 00:05:22,2026-04-04 00:05:22
15607,15607,delivered,DHL,2025-08-26 06:07:32,2025-08-30 06:07:32
15608,15608,processing,DHL,,
15609,15609,processing,DHL,,
15610,15610,shipped,InPost,2026-02-25 00:17:50,
15611,15611,processing,DPD,,
15612,15612,cancelled,,,
15613,15613,shipped,UPS,2025-08-04 08:41:09,
15614,15614,processing,UPS,,
15615,15615,shipped,FedEx,2025-06-07 09:11:45,
15616,15616,processing,DHL,,
15617,15617,shipped,InPost,2026-01-27 02:19:36,
15618,15618,processing,FedEx,,
15619,15619,cancelled,,,
15620,15620,shipped,FedEx,2025-05-20 20:39:33,
15621,15621,delivered,UPS,2025-11-19 15:38:43,2025-11-22 15:38:43
15622,15622,processing,UPS,,
15623,15623,delivered,InPost,2026-02-08 16:34:58,2026-02-17 16:34:58
15624,15624,shipped,DHL,2026-04-17 02:24:40,
15625,15625,shipped,UPS,2025-06-05 01:53:55,
15626,15626,delivered,UPS,2026-02-25 22:33:21,2026-03-04 22:33:21
15627,15627,processing,DHL,,
15628,15628,delivered,InPost,2026-01-18 13:38:51,2026-01-21 13:38:51
15629,15629,delivered,DHL,2025-05-13 05:52:26,2025-05-17 05:52:26
15630,15630,processing,InPost,,
15631,15631,processing,InPost,,
15632,15632,delivered,InPost,2025-06-02 02:14:55,2025-06-03 02:14:55
15633,15633,shipped,InPost,2025-11-25 00:22:06,
